store_id,partition_date,sales_growth_pct,fuel_growth_pct,economic_trend_type,fuel_spike_bucket
6,2020-02-28,0.05624738915620886,0.07275693311582378,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
8,2020-02-28,0.019567147523623676,0.07275693311582378,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
43,2020-02-28,0.04052611607309793,0.07275693311582378,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
36,2020-02-28,0.05864213958030448,0.07500818866688506,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
42,2020-02-28,0.08345913738227284,0.0812242495585638,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
33,2020-02-28,0.010434653660226709,0.0812242495585638,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
10,2020-02-28,-0.0050780166192452725,0.0812242495585638,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
36,2020-03-06,0.012238417105039343,0.05057891529555147,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
37,2020-03-06,-0.04162813718879258,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
39,2020-03-06,-0.024816910955934753,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
30,2020-03-06,-0.010838086645640769,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
2,2020-03-06,-0.051725912178241434,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
8,2020-03-06,-0.03729326626210674,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
11,2020-03-06,-0.060666158807781534,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
43,2020-03-06,0.02057531878439884,0.052007299270073075,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
9,2020-03-06,-0.04470840704423261,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
6,2020-03-06,-0.00540430106257419,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
3,2020-03-06,-0.07397015739587756,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
1,2020-03-06,-0.05076919736291117,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
5,2020-03-06,-0.10921545230357284,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
21,2020-03-06,-0.041188920870472115,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
31,2020-03-06,-0.005059915644501062,0.052007299270073075,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
10,2020-03-13,-0.025205905147232296,0.0721763085399449,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
33,2020-03-13,-0.08743113870943547,0.0721763085399449,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2020-03-13,-0.08077668273531069,0.0721763085399449,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
38,2020-03-20,0.005956819944603047,0.05877573131094248,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
28,2020-03-20,-0.06635034230162239,0.05877573131094248,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
12,2020-03-20,-0.05487328351134245,0.05877573131094248,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
28,2020-04-03,0.058253181100623885,0.06124072110286329,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
12,2020-04-03,-0.0070628521777553,0.06124072110286329,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
38,2020-04-03,0.026313057329016457,0.06124072110286329,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
42,2020-04-10,-0.03619382011260181,0.07097957045573608,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
10,2020-04-10,-0.0475503951891312,0.07097957045573608,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
33,2020-04-10,0.014065767390851198,0.07097957045573608,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
12,2020-04-17,0.025296589358733326,0.06876938986556372,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
38,2020-04-17,0.0005331364128476704,0.06876938986556372,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
28,2020-04-17,0.04622588895337063,0.06876938986556372,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
10,2020-04-24,-0.06543433877428691,0.059739596630074034,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
33,2020-04-24,-0.0001666912707916682,0.059739596630074034,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2020-04-24,-0.0721804839822633,0.059739596630074034,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2021-01-15,-0.12771656489774474,0.0526315789473685,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
10,2021-01-15,-0.021033286930710413,0.0526315789473685,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
33,2021-01-15,-0.12362985754519212,0.0526315789473685,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2021-02-05,0.14694791917202024,0.05052215636466267,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
33,2021-02-05,0.10332743804046154,0.05052215636466267,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
10,2021-02-05,0.18806480878490167,0.05052215636466267,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
28,2021-02-26,0.09690504841861393,0.05772151898734171,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
12,2021-02-26,0.032015403260070865,0.05772151898734171,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
38,2021-02-26,0.1507132882724064,0.05772151898734171,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
7,2021-03-12,0.15546346344272327,0.060864272671941624,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
32,2021-03-12,0.012061140096496665,0.060864272671941624,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
16,2021-03-12,0.05020459050384073,0.060864272671941624,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
41,2021-03-12,-0.034010811754550806,0.060864272671941624,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2021-03-12,-0.06221261786332452,0.07822356800403725,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
10,2021-03-12,0.006952634941084916,0.07822356800403725,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
33,2021-03-12,-0.03229051608774903,0.07822356800403725,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
32,2021-03-19,0.007496064629332893,0.05106138841078598,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
16,2021-03-19,-0.05250414269378649,0.05106138841078598,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
7,2021-03-19,-0.07950983922388104,0.05106138841078598,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
41,2021-03-19,0.011521120370021702,0.05106138841078598,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
38,2021-03-26,-0.00915762070218898,0.06339772164437824,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
12,2021-03-26,-0.019167083556580977,0.06339772164437824,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
28,2021-03-26,-0.005374161777178151,0.06339772164437824,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
33,2021-07-23,-0.016080076178322734,0.050153246029534734,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
10,2021-07-23,-0.028002295847964823,0.050153246029534734,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2021-07-23,-0.02633546236252526,0.050153246029534734,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2021-08-06,0.006169419526129206,0.0600834492350486,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
33,2021-08-06,0.1517034645309661,0.0600834492350486,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
10,2021-08-06,-0.03042277526603059,0.0600834492350486,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
10,2021-08-13,-0.02799324927109762,0.0501180792442928,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
33,2021-08-13,-0.09288129586659079,0.0501180792442928,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
12,2021-08-13,0.02062905286222594,0.0501180792442928,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
28,2021-08-13,-0.06690891399532214,0.0501180792442928,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
42,2021-08-13,-0.001079618579512102,0.0501180792442928,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
38,2021-08-13,-0.056845044791829814,0.0501180792442928,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
10,2021-09-03,0.0351440636145912,0.06124549665465763,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
42,2021-09-03,0.22316477691591474,0.06124549665465763,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
33,2021-09-03,0.20789866107513025,0.06124549665465763,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
33,2021-10-08,0.09921550574149286,0.08131655372700879,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
42,2021-10-08,0.03239815232428791,0.08131655372700879,Counter-Cyclical (Resilient),5-10% (n=108 store-weeks)
10,2021-10-08,-0.025629905359801697,0.08131655372700879,Pro-Cyclical (Vulnerable),5-10% (n=108 store-weeks)
38,2021-10-08,-0.04614900472761018,0.12657589510842152,Pro-Cyclical (Vulnerable),>10% (n=3 store-weeks)
28,2021-10-08,-0.17594989457640686,0.12657589510842152,Pro-Cyclical (Vulnerable),>10% (n=3 store-weeks)
12,2021-10-08,-0.045833090433043525,0.12657589510842152,Pro-Cyclical (Vulnerable),>10% (n=3 store-weeks)
