store_id,partition_date,weekly_sales_amount_vnd,rolling_52w_avg,z_score,anomaly_type,requires_investigation,is_holiday_week,baseline_weeks,has_full_52w_baseline
2,2019-12-20,3436007.68,1958509.1730434783,7.680759124793917,Positive Anomaly (Spike),True,False,46,False
4,2019-12-20,3526713.39,1964323.6669565218,7.664318824269854,Positive Anomaly (Spike),True,False,46,False
44,2019-12-20,365098.24,282831.2228888889,7.617774317099926,Positive Anomaly (Spike),True,False,45,False
21,2019-12-20,1587257.78,768933.6360869565,7.536075812758445,Positive Anomaly (Spike),True,False,46,False
16,2019-12-20,1004730.69,503230.09826086956,7.3261349473463975,Positive Anomaly (Spike),True,False,46,False
1,2019-12-20,2387950.2,1511381.7780434783,7.207882078136275,Positive Anomaly (Spike),True,False,46,False
14,2019-12-20,3818686.45,2174344.336304348,7.198621351527757,Positive Anomaly (Spike),True,False,46,False
20,2019-12-20,3766687.43,2090579.4673913044,7.186637399846408,Positive Anomaly (Spike),True,False,46,False
8,2019-11-22,1261693.16,867027.2854761905,7.092040367459939,Positive Anomaly (Spike),False,True,42,False
32,2019-12-20,1949183.14,1136658.4717391306,7.030783038685093,Positive Anomaly (Spike),True,False,46,False
10,2019-12-20,3749057.69,1935127.0952173914,7.015805767729183,Positive Anomaly (Spike),True,False,46,False
15,2019-12-20,1368318.17,654596.8689130435,6.9246970333798705,Positive Anomaly (Spike),True,False,46,False
11,2019-12-20,2306265.36,1342975.4297826088,6.868304385685055,Positive Anomaly (Spike),True,False,46,False
39,2019-12-20,2495489.25,1349060.3241304348,6.827508348257709,Positive Anomaly (Spike),True,False,46,False
2,2019-11-22,2658725.29,1914976.7166666666,6.789083276311471,Positive Anomaly (Spike),False,True,42,False
41,2019-12-20,2225016.73,1185030.7339130435,6.705823438959761,Positive Anomaly (Spike),True,False,46,False
22,2019-12-20,1962445.04,1046273.3280434783,6.670588351509713,Positive Anomaly (Spike),True,False,46,False
26,2019-12-20,1573982.47,998683.6308695652,6.587541264776436,Positive Anomaly (Spike),True,False,46,False
17,2019-09-06,1200888.28,827822.8096774194,6.5453029572127495,Positive Anomaly (Spike),False,True,31,False
18,2019-11-22,1653759.36,1123657.5704761904,6.461069281624841,Positive Anomaly (Spike),False,True,42,False
18,2019-12-20,2027507.15,1153543.546521739,6.454170066180314,Positive Anomaly (Spike),True,False,46,False
3,2019-11-22,565567.84,374975.2571428571,6.452895387773741,Positive Anomaly (Spike),False,True,42,False
8,2019-12-20,1511641.09,889548.8534782609,6.345038243210378,Positive Anomaly (Spike),True,False,46,False
29,2019-12-20,1130926.79,551084.9713043479,6.3372366614796185,Positive Anomaly (Spike),True,False,46,False
19,2019-11-22,1993367.83,1459685.2635714286,6.2743462763753515,Positive Anomaly (Spike),False,True,42,False
9,2019-12-20,873347.55,517306.5513043478,6.20825727974869,Positive Anomaly (Spike),True,False,46,False
7,2019-12-20,1045124.88,517247.41717391304,6.157642516297918,Positive Anomaly (Spike),True,False,46,False
12,2019-12-20,1768249.89,993704.2839130434,6.153308180450272,Positive Anomaly (Spike),True,False,46,False
6,2019-12-20,2727575.18,1580884.6845652175,6.127952805862112,Positive Anomaly (Spike),True,False,46,False
31,2019-12-20,2068942.97,1354201.265,6.110746869620067,Positive Anomaly (Spike),True,False,46,False
23,2019-12-20,2734277.1,1387066.3991304347,5.96512795380548,Positive Anomaly (Spike),True,False,46,False
20,2019-11-22,2811634.04,2032563.2152380953,5.911910846266713,Positive Anomaly (Spike),False,True,42,False
1,2019-11-22,1955624.11,1486815.5883333334,5.798199192016678,Positive Anomaly (Spike),False,True,42,False
23,2019-11-22,2072685.05,1333438.2007142857,5.694331760474548,Positive Anomaly (Spike),False,True,42,False
17,2019-04-19,977790.83,786375.7690909092,5.685013011647891,Positive Anomaly (Spike),True,False,11,False
27,2019-12-20,3078162.08,1858566.3367391306,5.659187460220565,Positive Anomaly (Spike),True,False,46,False
25,2019-12-20,1295391.19,722125.7393478261,5.595494707228738,Positive Anomaly (Spike),True,False,46,False
6,2019-11-22,2267452.4,1544075.46,5.480620988603755,Positive Anomaly (Spike),False,True,42,False
4,2020-12-18,3676388.98,2129430.3965384616,5.397071571972159,Positive Anomaly (Spike),True,False,52,True
17,2019-12-20,1309226.79,851300.6760869565,5.374505101837811,Positive Anomaly (Spike),True,False,46,False
34,2020-12-18,1593655.96,967766.7630769231,5.152155081934993,Positive Anomaly (Spike),True,False,52,True
7,2019-11-22,835189.26,502125.27214285714,5.137874077718464,Positive Anomaly (Spike),False,True,42,False
13,2020-12-18,3556766.03,2005440.1075,4.985137839847153,Positive Anomaly (Spike),True,False,52,True
41,2020-12-18,2263722.68,1277210.4684615384,4.949612639484505,Positive Anomaly (Spike),True,False,52,True
5,2020-11-20,507900.07,314407.6878846154,4.9009872141442505,Positive Anomaly (Spike),False,True,52,True
32,2020-12-18,1959526.96,1176729.7278846153,4.895902306987743,Positive Anomaly (Spike),True,False,52,True
27,2019-11-22,2627910.75,1821237.2626190477,4.88458500080854,Positive Anomaly (Spike),False,True,42,False
9,2020-12-18,905324.68,549307.2117307693,4.766996256105538,Positive Anomaly (Spike),True,False,52,True
13,2019-12-13,2771646.81,1938442.0764444445,4.749278737595287,Positive Anomaly (Spike),True,False,45,False
2,2020-12-18,3224369.8,1897994.7563461538,4.710822321799263,Positive Anomaly (Spike),True,False,52,True
4,2019-12-13,2740057.14,1947085.1453333334,4.6955209866981145,Positive Anomaly (Spike),True,False,45,False
14,2019-11-22,2921709.71,2130387.13,4.677924260458136,Positive Anomaly (Spike),False,True,42,False
8,2020-12-18,1462254.05,913022.8359615385,4.660667753125003,Positive Anomaly (Spike),True,False,52,True
45,2020-12-18,1521957.99,790500.4709615385,4.658284329042728,Positive Anomaly (Spike),True,False,52,True
3,2019-12-20,605990.41,386016.32239130436,4.653855618161063,Positive Anomaly (Spike),True,False,46,False
44,2020-12-18,376233.89,297405.3515384615,4.649769212963986,Positive Anomaly (Spike),True,False,52,True
23,2019-12-13,2238573.48,1368144.0195555557,4.631416356677959,Positive Anomaly (Spike),True,False,45,False
19,2020-12-18,2480159.47,1440575.5001923076,4.608352986322142,Positive Anomaly (Spike),True,False,52,True
11,2019-11-22,1757242.51,1315014.6914285715,4.5981763809636576,Positive Anomaly (Spike),False,True,42,False
40,2020-12-18,1601585.7,967120.2223076923,4.597550853028026,Positive Anomaly (Spike),True,False,52,True
35,2019-11-22,1781866.98,1063151.6402380953,4.592837341641962,Positive Anomaly (Spike),False,True,42,False
6,2020-12-18,2644633.02,1547647.5886538462,4.541938157528841,Positive Anomaly (Spike),True,False,52,True
5,2019-12-20,466010.25,305909.57260869566,4.529589023837899,Positive Anomaly (Spike),True,False,46,False
39,2020-12-18,2554482.84,1450220.8136538463,4.5251557188161255,Positive Anomaly (Spike),True,False,52,True
25,2020-12-18,1290532.97,699590.2136538462,4.514627839320657,Positive Anomaly (Spike),True,False,52,True
10,2020-12-18,3487986.89,1902972.563653846,4.5117729500560815,Positive Anomaly (Spike),True,False,52,True
26,2019-11-22,1286833.62,983096.295,4.489925891394582,Positive Anomaly (Spike),False,True,42,False
20,2020-12-18,3555371.03,2111630.991346154,4.48876235104514,Positive Anomaly (Spike),True,False,52,True
11,2020-12-18,2213518.5,1354543.243076923,4.477102275808427,Positive Anomaly (Spike),True,False,52,True
32,2019-12-13,1557776.1,1127300.3022222223,4.40750734043854,Positive Anomaly (Spike),True,False,45,False
22,2020-12-18,1863195.68,1027799.2775,4.392257266030466,Positive Anomaly (Spike),True,False,52,True
31,2020-12-18,2026176.14,1424128.0384615385,4.37707952497394,Positive Anomaly (Spike),True,False,52,True
11,2019-12-13,1843971.15,1331842.1915555554,4.284690391810385,Positive Anomaly (Spike),True,False,45,False
16,2020-12-18,950691.96,526631.9719230769,4.281882930892887,Positive Anomaly (Spike),True,False,52,True
30,2019-12-20,519354.88,452654.36369565217,4.241521808275316,Positive Anomaly (Spike),True,False,46,False
24,2020-12-18,2168344.23,1346178.3707692309,4.185151846485739,Positive Anomaly (Spike),True,False,52,True
22,2019-12-13,1527682.99,1035575.3355555555,4.1727802881161535,Positive Anomaly (Spike),True,False,45,False
29,2020-12-18,1016637.39,538055.4532692308,4.1685777917108355,Positive Anomaly (Spike),True,False,52,True
23,2020-12-18,2587953.32,1391848.9321153846,4.16188181859104,Positive Anomaly (Spike),True,False,52,True
21,2019-12-13,1147556.83,760519.7873333333,4.142630760626275,Positive Anomaly (Spike),True,False,45,False
14,2020-12-18,3369068.99,2043374.1486538462,4.114253334272012,Positive Anomaly (Spike),True,False,52,True
32,2019-05-24,1205662.85,1090570.140625,4.104685831714145,Positive Anomaly (Spike),True,False,16,False
28,2019-11-22,1937033.5,1316681.477857143,4.100799016964432,Positive Anomaly (Spike),False,True,42,False
39,2020-11-20,2338832.4,1436930.8775,4.0924223614416535,Positive Anomaly (Spike),False,True,52,True
37,2020-12-18,605791.46,520413.81384615385,4.072787139837454,Positive Anomaly (Spike),True,False,52,True
26,2020-12-18,1515175.01,1000240.2509615384,4.049184651050021,Positive Anomaly (Spike),True,False,52,True
1,2020-12-18,2270188.99,1555952.6409615385,4.046175599139035,Positive Anomaly (Spike),True,False,52,True
35,2020-11-20,1733822.4,855270.5198076923,4.028805298427026,Positive Anomaly (Spike),False,True,52,True
24,2019-11-22,1779276.51,1353497.9692857142,4.0282692777978415,Positive Anomaly (Spike),False,True,42,False
21,2020-12-18,1384552.17,775117.8926923077,4.026541569819506,Positive Anomaly (Spike),True,False,52,True
10,2019-12-13,2811646.85,1915648.8784444444,3.986434678508011,Positive Anomaly (Spike),True,False,45,False
2,2019-12-13,2609166.75,1944050.1157777777,3.9741776094993253,Positive Anomaly (Spike),True,False,45,False
34,2019-12-13,1227148.13,942231.3493333333,3.9735265374590862,Positive Anomaly (Spike),True,False,45,False
8,2019-12-13,1220579.55,882192.6157777777,3.9645283837829917,Positive Anomaly (Spike),True,False,45,False
15,2020-12-18,1182691.87,623241.2419230769,3.9614307631588246,Positive Anomaly (Spike),True,False,52,True
7,2020-12-18,1059715.27,587725.1286538461,3.9587196894418204,Positive Anomaly (Spike),True,False,52,True
28,2019-12-20,2026026.39,1340482.1732608695,3.9230565281891048,Positive Anomaly (Spike),True,False,46,False
45,2019-12-13,1123282.85,778912.0508888889,3.909068315922923,Positive Anomaly (Spike),True,False,45,False
18,2020-12-18,1882393.4,1043080.7380769231,3.9089811456432098,Positive Anomaly (Spike),True,False,52,True
9,2020-11-20,814753.5,547111.9503846153,3.8180830401516,Positive Anomaly (Spike),False,True,52,True
29,2019-12-13,850538.25,544430.454,3.8030125595266746,Positive Anomaly (Spike),True,False,45,False
20,2019-12-06,2752122.08,2058985.0056818181,3.793865251084202,Positive Anomaly (Spike),True,False,44,False
31,2020-11-20,1934099.65,1422147.651923077,3.7828479858085733,Positive Anomaly (Spike),False,True,52,True
12,2020-12-18,1617612.03,1009860.3321153846,3.763765974898918,Positive Anomaly (Spike),True,False,52,True
35,2019-12-20,1779236.54,1083487.0073913042,3.720701003801478,Positive Anomaly (Spike),True,False,46,False
37,2019-12-20,576809.92,510246.26608695654,3.7202477754998826,Positive Anomaly (Spike),True,False,46,False
18,2019-12-13,1588430.71,1143879.3873333333,3.709889015454648,Positive Anomaly (Spike),True,False,45,False
15,2019-12-13,983825.15,647280.6848888888,3.683758461373792,Positive Anomaly (Spike),True,False,45,False
25,2019-12-13,1047707.59,714890.5871111111,3.659296135285446,Positive Anomaly (Spike),True,False,45,False
27,2020-12-18,2739019.75,1770234.3253846155,3.655708061491058,Positive Anomaly (Spike),True,False,52,True
12,2020-11-20,1591920.42,1008746.7923076923,3.622056963467315,Positive Anomaly (Spike),False,True,52,True
20,2019-12-13,2819193.17,2074388.0517777777,3.579433368970007,Positive Anomaly (Spike),True,False,45,False
1,2019-12-13,1891034.93,1502945.0413333334,3.5761292726857983,Positive Anomaly (Spike),True,False,45,False
31,2019-12-13,1714667.0,1346190.9153333334,3.5176071651338523,Positive Anomaly (Spike),True,False,45,False
35,2020-12-18,1550214.02,845916.9740384616,3.4536379347137567,Positive Anomaly (Spike),True,False,52,True
38,2021-01-01,478483.2,383476.12403846154,3.4530589201827606,Positive Anomaly (Spike),True,False,52,True
40,2019-11-22,1166142.85,939053.216904762,3.4227219682581587,Positive Anomaly (Spike),False,True,42,False
19,2019-12-13,1911967.44,1482560.1742222223,3.410514278314139,Positive Anomaly (Spike),True,False,45,False
37,2020-01-31,583835.18,511859.8069230769,3.408393109141359,Positive Anomaly (Spike),True,False,52,True
13,2019-12-06,2461468.35,1926555.1156818182,3.3839029851466513,Positive Anomaly (Spike),True,False,44,False
5,2020-12-18,458562.24,315900.4482692308,3.3552701997512195,Positive Anomaly (Spike),True,False,52,True
38,2020-07-31,437631.44,360618.8130769231,3.340376157606682,Positive Anomaly (Spike),True,False,52,True
33,2021-04-09,312698.67,252495.83269230768,3.332198126496733,Positive Anomaly (Spike),True,False,52,True
39,2019-12-13,1842172.46,1338102.2766666666,3.310347570937633,Positive Anomaly (Spike),True,False,45,False
41,2020-11-20,1906713.35,1271814.9065384616,3.29919283254444,Positive Anomaly (Spike),False,True,52,True
9,2019-12-13,685243.2,513574.62577777775,3.2985690102894427,Positive Anomaly (Spike),True,False,45,False
17,2020-12-18,1289156.9,889818.5557692308,3.2911649010083663,Positive Anomaly (Spike),True,False,52,True
4,2020-11-20,3004702.33,2119209.389230769,3.28805378860684,Positive Anomaly (Spike),False,True,52,True
32,2020-11-20,1684468.66,1175472.4180769231,3.2635096905770795,Positive Anomaly (Spike),False,True,52,True
39,2019-05-31,1512207.95,1283539.3811764705,3.238900084620879,Positive Anomaly (Spike),True,False,17,False
7,2020-11-20,949075.87,583668.3665384615,3.234843758835663,Positive Anomaly (Spike),False,True,52,True
38,2020-05-01,422186.65,353261.50346153846,3.219537425224074,Positive Anomaly (Spike),True,False,52,True
41,2019-12-13,1627904.68,1175189.0906666666,3.1978358122015633,Positive Anomaly (Spike),True,False,45,False
41,2019-05-31,1305068.1,1084897.375882353,3.1938994252230524,Positive Anomaly (Spike),True,False,17,False
3,2020-11-20,556925.19,400819.2836538461,3.180060740015059,Positive Anomaly (Spike),False,True,52,True
38,2020-10-02,449516.29,368798.6125,3.1792230459903315,Positive Anomaly (Spike),True,False,52,True
6,2019-05-31,1857380.09,1582372.9105882354,3.1765323116867745,Positive Anomaly (Spike),True,False,17,False
22,2019-12-06,1367202.84,1028038.3468181818,3.146912332235903,Positive Anomaly (Spike),True,False,44,False
38,2020-01-31,402341.76,346710.25173076923,3.1203668371166033,Positive Anomaly (Spike),True,False,52,True
34,2020-11-20,1345595.82,968827.5971153846,3.0832703812569817,Positive Anomaly (Spike),False,True,52,True
3,2020-12-18,551221.21,400841.7240384615,3.0707535763412466,Positive Anomaly (Spike),True,False,52,True
25,2020-11-20,1116211.39,701605.1346153846,3.068402973054714,Positive Anomaly (Spike),False,True,52,True
25,2019-12-06,964729.18,709212.4372727273,3.058409180444109,Positive Anomaly (Spike),True,False,44,False
17,2020-11-20,1225700.28,884599.8163461538,3.045356048838052,Positive Anomaly (Spike),False,True,52,True
41,2019-05-24,1246654.24,1074787.571875,3.030904314788802,Positive Anomaly (Spike),True,False,16,False
6,2019-12-13,2090268.95,1569565.0342222222,3.0172040370648983,Positive Anomaly (Spike),True,False,45,False
37,2020-12-25,451327.61,520971.1511538462,-3.0549708359242724,Negative Anomaly (Drop),True,True,52,True
30,2019-12-27,397631.02,454073.5236170213,-3.0765481285838367,Negative Anomaly (Drop),True,True,47,False
43,2019-12-27,534740.3,659622.6742553192,-3.143618641194297,Negative Anomaly (Drop),True,True,47,False
43,2020-12-25,505405.85,616971.7288461538,-3.171511152732407,Negative Anomaly (Drop),True,True,52,True
35,2019-09-13,831443.61,1136617.9584375,-3.3064447472386984,Negative Anomaly (Drop),True,False,32,False
30,2019-11-29,407112.22,454442.4260465116,-3.3696928836217053,Negative Anomaly (Drop),True,False,43,False
35,2019-08-23,917693.06,1156680.511724138,-3.3974334061109306,Negative Anomaly (Drop),True,False,29,False
36,2019-11-29,360266.09,446434.78209302324,-3.4310203946018687,Negative Anomaly (Drop),True,False,43,False
35,2019-09-20,758069.78,1127370.250909091,-3.509253267336652,Negative Anomaly (Drop),True,False,33,False
16,2019-04-19,370230.94,462774.9709090909,-3.633489361896785,Negative Anomaly (Drop),True,False,11,False
